TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2024,10,2,11,20,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,2,15,15,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,2,17,15,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,3,18,56,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,4,21,2,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,5,20,6,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,7,15,48,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,9,10,22,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,9,13,22,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,10,11,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,11,19,54,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,15,11,49,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,15,18,13,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,16,13,45,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,17,16,25,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,17,18,38,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,17,19,22,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,17,20,6,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,19,13,33,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,19,18,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,21,14,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,22,13,14,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,22,17,44,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,25,14,15,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,25,20,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,27,13,21,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,10,27,17,24,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,11,1,13,4,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,11,3,17,48,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,11,4,16,33,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,11,5,17,14,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,5,29,12,31,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,6,7,11,11,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,7,6,13,6,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,7,11,17,1,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2024,4,3,3,2,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Other Theft,2024,4,11,8,45,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Other Theft,2024,4,23,4,10,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Other Theft,2024,10,9,6,0,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Other Theft,2024,7,19,8,30,7XX W HASTINGS ST,Central Business District,491686.844,5459207.055
Other Theft,2024,10,19,7,25,7XX W HASTINGS ST,Central Business District,491686.844,5459207.055
Other Theft,2024,10,9,19,15,7XX W HASTINGS ST,Central Business District,491704.0032,5459189.8871
Other Theft,2024,4,16,18,30,7XX W HASTINGS ST,Central Business District,491713.7958,5459180.0895
Other Theft,2024,1,29,10,32,7XX W HASTINGS ST,Central Business District,491715.263,5459178.6216
Other Theft,2024,1,20,13,51,7XX W PENDER ST,Central Business District,491607.7847,5459138.4593
Other Theft,2024,3,23,8,19,7XX W PENDER ST,Central Business District,491607.7847,5459138.4593
Other Theft,2024,6,3,17,26,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Other Theft,2024,8,22,11,10,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Other Theft,2024,1,29,12,10,7XX W PENDER ST,Central Business District,491643.4738,5459104.1741
Other Theft,2024,5,22,8,0,7XX W PENDER ST,Central Business District,491643.4738,5459104.1741
Other Theft,2024,9,7,11,32,7XX WINDERMERE ST,Hastings-Sunrise,497359.9054,5458302.4111
Other Theft,2024,6,29,22,23,80XX ASH ST,Marpole,491240.546,5451038.2295
Other Theft,2024,3,5,12,17,80XX HEATHER ST,Marpole,490959.4386,5451062.9594
Other Theft,2024,10,21,18,0,80XX MONTCALM ST,Marpole,490129.0836,5451138.1851
Other Theft,2024,7,28,3,30,80XX NUNAVUT LANE,Marpole,491533.0581,5451029.4574
Other Theft,2024,4,14,11,15,80XX ROSS ST,Sunset,493946.1748,5451058.9601
Other Theft,2024,10,5,9,15,80XX YUKON ST,Marpole,491650.0927,5450957.7199
Other Theft,2024,4,8,2,31,81XX CHESTER ST,Sunset,493471.3525,5450939.6944
Other Theft,2024,1,26,18,20,81XX FRENCH ST,Marpole,489865.4163,5451019.1832
Other Theft,2024,3,14,12,0,81XX LABURNUM ST,Kerrisdale,489109.2064,5451084.714
Other Theft,2024,6,1,14,9,81XX LORD ST,Marpole,491363.7392,5450853.7218
Other Theft,2024,8,12,13,17,81XX LORD ST,Marpole,491363.7392,5450853.7218
Other Theft,2024,6,3,18,9,81XX MAIN ST,Sunset,492552.8616,5450994.619
Other Theft,2024,9,16,15,30,81XX ONTARIO ST,Sunset,492236.5193,5450889.7169
Other Theft,2024,2,11,15,56,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2024,3,25,20,16,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2024,4,2,18,15,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2024,4,3,13,58,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2024,7,2,11,0,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2024,7,6,15,0,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2024,7,24,18,38,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2024,10,11,19,22,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2024,2,23,19,17,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2024,3,5,15,44,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2024,3,21,17,41,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2024,4,2,14,0,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2024,4,15,15,3,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2024,4,16,15,28,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2024,7,8,14,30,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2024,10,19,17,20,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2024,1,12,18,55,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2024,6,14,17,12,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2024,7,1,15,30,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2024,7,10,19,10,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2024,7,15,13,33,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2024,8,10,17,24,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2024,9,5,15,12,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2024,9,5,15,18,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2024,9,24,14,46,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2024,1,17,16,54,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,1,19,17,30,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,1,24,16,33,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,1,24,18,45,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,1,27,17,22,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,2,20,17,50,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,3,13,18,36,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,3,14,19,30,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,6,5,13,46,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,6,5,13,55,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,6,9,16,34,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,6,26,17,40,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,7,5,13,41,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2024,6,30,14,55,81XX ONTARIO ST,Marpole,492228.5254,5450922.4881
Other Theft,2024,2,19,16,20,81XX ONTARIO ST,Marpole,492228.5569,5450923.3789
Other Theft,2024,3,17,15,32,81XX ONTARIO ST,Marpole,492228.5569,5450923.3789
Other Theft,2024,3,31,13,0,81XX ONTARIO ST,Marpole,492228.5569,5450923.3789
Other Theft,2024,4,14,11,35,81XX ONTARIO ST,Marpole,492228.5569,5450923.3789
Other Theft,2024,5,1,15,25,81XX ONTARIO ST,Marpole,492228.5569,5450923.3789
Other Theft,2024,9,10,16,44,81XX ONTARIO ST,Marpole,492228.66,5450926.3056
Other Theft,2024,7,10,9,0,82XX LORD ST,Marpole,491373.3673,5450802.6712
Other Theft,2024,3,11,18,43,82XX ONTARIO ST,Marpole,492223.544,5450781.2398
Other Theft,2024,3,15,19,46,82XX ONTARIO ST,Marpole,492223.544,5450781.2398
Other Theft,2024,6,1,14,47,82XX ONTARIO ST,Marpole,492223.544,5450781.2398
Other Theft,2024,5,9,11,45,82XX TIDEWATER PL,Kerrisdale,488736.6898,5451029.7306
Other Theft,2024,10,20,11,28,83XX BEATRICE ST,Victoria-Fraserview,495056.8243,5450691.393
Other Theft,2024,8,18,4,30,83XX FRENCH ST,Marpole,489860.0985,5450835.3209
Other Theft,2024,2,2,15,30,83XX GRANVILLE ST,Marpole,489774.4306,5450878.4566
Other Theft,2024,2,9,19,18,83XX GRANVILLE ST,Marpole,489774.485,5450880.4185
Other Theft,2024,6,23,6,27,83XX OAK ST,Marpole,490521.9597,5450868.1229
Other Theft,2024,3,16,0,0,83XX PRINCE EDWARD ST,Sunset,492831.8159,5450639.6193
Other Theft,2024,5,1,17,19,83XX ST GEORGE ST,Sunset,493154.6725,5450657.3093
Other Theft,2024,5,9,11,0,84XX ASH ST,Marpole,491337.8291,5450655.963
Other Theft,2024,7,5,15,53,84XX CAMBIE ST,Marpole,491470.5146,5450780.7518
Other Theft,2024,5,27,9,31,84XX CORNISH ST,Marpole,489655.3482,5450771.1837
Other Theft,2024,5,28,18,36,84XX GRANVILLE ST,Marpole,489762.8292,5450782.7152
Other Theft,2024,9,24,7,12,84XX GRANVILLE ST,Marpole,489762.8292,5450782.7152
Other Theft,2024,1,10,21,19,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,1,14,14,20,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,2,29,11,2,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,3,2,12,49,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,3,5,18,23,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,3,22,21,58,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,4,21,11,42,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,5,14,18,45,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,5,18,14,0,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,5,23,8,50,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,6,14,18,44,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2024,8,29,9,6,84XX GRANVILLE ST,Marpole,489764.452,5450846.5227
Other Theft,2024,4,29,2,24,85XX CORNISH ST,Marpole,489645.1136,5450744.0654
Other Theft,2024,1,25,22,0,85XX HUDSON ST,Marpole,490207.9639,5450671.9375
Other Theft,2024,2,18,14,8,85XX RIVER DISTRICT CRSS,Killarney,497742.7423,5450407.315
Other Theft,2024,6,17,18,45,85XX RIVER DISTRICT CRSS,Killarney,497742.7423,5450407.315
Other Theft,2024,2,16,18,50,85XX RIVER DISTRICT CRSS,Killarney,497743.5991,5450329.6925
Other Theft,2024,5,7,13,16,85XX RIVER DISTRICT CRSS,Killarney,497743.5991,5450329.6925
Other Theft,2024,5,13,10,8,85XX RIVER DISTRICT CRSS,Killarney,497743.5991,5450329.6925
Other Theft,2024,5,30,16,50,85XX RIVER DISTRICT CRSS,Killarney,497743.5991,5450329.6925
Other Theft,2024,1,15,19,36,85XX RIVER DISTRICT CRSS,Killarney,497744.4936,5450423.683
Other Theft,2024,8,10,21,59,85XX RIVER DISTRICT CRSS,Killarney,497747.2884,5450363.7895
Other Theft,2024,2,10,17,11,85XX RIVERGRASS DR,Killarney,497943.1875,5450321.0143
Other Theft,2024,7,3,18,0,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.8273
Other Theft,2024,7,20,6,30,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.8273
Other Theft,2024,9,16,11,0,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.8273
Other Theft,2024,10,5,14,20,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.8273
Other Theft,2024,10,12,14,13,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.8273
Other Theft,2024,6,20,23,0,85XX STANLEY PARK DR,Stanley Park,489094.2408,5460345.5588
Other Theft,2024,6,28,18,0,85XX STANLEY PARK DR,Stanley Park,489094.2408,5460345.5588
Other Theft,2024,7,5,16,0,85XX STANLEY PARK DR,Stanley Park,489094.2408,5460345.5588
Other Theft,2024,7,14,11,30,85XX STANLEY PARK DR,Stanley Park,489094.2408,5460345.5588
Other Theft,2024,8,11,0,0,85XX STANLEY PARK DR,Stanley Park,489094.2408,5460345.5588
Other Theft,2024,10,11,17,30,85XX STANLEY PARK DR,Stanley Park,489094.2408,5460345.5588
Other Theft,2024,2,2,17,12,86XX CAMBIE ST,Marpole,491463.6866,5450487.8167
Other Theft,2024,4,10,17,32,86XX GRANVILLE ST,Marpole,489758.3735,5450606.6065
Other Theft,2024,2,1,10,0,86XX GRANVILLE ST,Marpole,489766.7904,5450577.4154
Other Theft,2024,2,1,9,0,86XX LAUREL ST,Marpole,490805.5965,5450620.6632
Other Theft,2024,7,1,14,15,86XX N LAGOON DR,Stanley Park,489339.9921,5460375.7602
Other Theft,2024,9,19,13,0,86XX N LAGOON DR,Stanley Park,489339.9921,5460375.7602
Other Theft,2024,3,18,6,53,86XX SELKIRK ST,Marpole,490285.198,5450549.5428
Other Theft,2024,9,28,15,35,86XX SELKIRK ST,Marpole,490286.1776,5450601.0746
Other Theft,2024,1,28,17,30,87XX CAMBIE ST,Marpole,491454.0259,5450465.3067
Other Theft,2024,8,23,3,20,87XX FRENCH ST,Marpole,489850.7311,5450448.0993
Other Theft,2024,7,14,19,1,87XX GRANVILLE ST,Marpole,489764.0154,5450466.671
Other Theft,2024,7,9,12,24,87XX MONTCALM ST,Marpole,490074.576,5450466.6416
Other Theft,2024,1,31,7,5,87XX SW MARINE DR,Marpole,489642.7333,5450480.5587
Other Theft,2024,9,1,10,54,88XX MONTCALM ST,Marpole,490070.1857,5450289.4837
Other Theft,2024,1,9,18,0,88XX SELKIRK ST,Marpole,490274.4591,5450207.8443
Other Theft,2024,3,4,0,0,88XX SELKIRK ST,Marpole,490274.5764,5450210.8498
Other Theft,2024,4,12,2,5,89XX MONTCALM ST,Marpole,490059.2588,5450175.6542
Other Theft,2024,4,20,10,17,89XX MONTCALM ST,Marpole,490059.2588,5450175.6542
Other Theft,2024,5,16,14,45,89XX MONTCALM ST,Marpole,490059.2588,5450175.6542
Other Theft,2024,6,30,14,40,89XX STANLEY PARK DR,Stanley Park,489232.626,5460021.6542
Other Theft,2024,5,3,17,30,89XX STANLEY PARK DR,Stanley Park,489241.0437,5460017.4315
Other Theft,2024,2,23,18,6,8X E 51ST AVE,Sunset,492418.0636,5452334.4281
Other Theft,2024,2,23,18,10,8X E 51ST AVE,Sunset,492418.0636,5452334.4281
Other Theft,2024,2,14,4,0,8X EXPO BLVD,Central Business District,492192.3345,5458427.7894
Other Theft,2024,2,24,13,39,8X EXPO BLVD,Central Business District,492269.1221,5458380.8897
Other Theft,2024,6,16,19,0,8X EXPO BLVD,Central Business District,492269.1221,5458380.8897
Other Theft,2024,3,23,13,15,8X KINGSWAY AVE,Mount Pleasant,492751.7938,5456719.8548
Other Theft,2024,2,21,14,40,8X NELSON ST,Central Business District,491569.1713,5458021.678
Other Theft,2024,3,15,15,32,8X NELSON ST,Central Business District,491569.1713,5458021.678
Other Theft,2024,7,31,17,23,8X NELSON ST,Central Business District,491569.1713,5458021.678
Other Theft,2024,6,11,15,30,8X PACIFIC BLVD,Central Business District,492272.4827,5458261.4787
Other Theft,2024,9,17,2,0,8X PACIFIC BLVD,Central Business District,492272.4827,5458261.4787
Other Theft,2024,3,16,17,45,8X W GEORGIA ST,Central Business District,492057.0735,5458263.1161
Other Theft,2024,1,6,20,55,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,1,26,13,30,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,1,31,10,19,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,2,4,8,59,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,2,7,20,29,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,2,9,15,18,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,2,17,15,53,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,2,26,13,56,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,3,9,14,54,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,3,22,19,39,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,3,26,19,0,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,3,28,17,10,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,4,3,11,54,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,5,5,17,19,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,5,7,19,55,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,6,17,10,12,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,6,22,18,27,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,7,18,18,16,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2024,3,4,15,8,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,4,7,16,20,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,5,19,11,56,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,6,16,17,38,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,7,2,15,30,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,7,4,3,30,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,7,21,12,0,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,7,29,16,43,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,8,14,13,27,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,8,19,16,47,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,8,26,9,29,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,9,3,15,50,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,9,8,16,50,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,9,24,20,51,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,9,25,9,42,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,9,25,19,28,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,9,26,19,51,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,10,21,19,36,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,10,24,23,38,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,10,29,15,1,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2024,5,4,12,11,8X W PENDER ST,Central Business District,492214.4911,5458700.8484
Other Theft,2024,6,10,13,41,8XX AVISON WAY,Stanley Park,490530.9566,5460905.9269
Other Theft,2024,7,11,17,45,8XX AVISON WAY,Stanley Park,490530.9566,5460905.9269
Other Theft,2024,3,16,13,0,8XX AVISON WAY,Stanley Park,490531.2051,5460907.1265
Other Theft,2024,4,7,13,0,8XX AVISON WAY,Stanley Park,490536.2082,5460886.1992
Other Theft,2024,4,1,20,18,8XX BEATTY ST,Central Business District,491645.2231,5458249.3642
Other Theft,2024,5,5,22,23,8XX BEATTY ST,Central Business District,491699.5517,5458303.3312
Other Theft,2024,1,27,0,38,8XX BEATTY ST,Central Business District,491701.5163,5458305.2825
Other Theft,2024,1,29,13,39,8XX BEATTY ST,Central Business District,491701.5163,5458305.2825
Other Theft,2024,1,10,4,25,8XX BROUGHTON ST,West End,490489.5347,5459402.7363
Other Theft,2024,3,27,10,0,8XX BURRARD ST,Central Business District,490970.9094,5458851.0379
Other Theft,2024,2,1,22,18,8XX BURRARD ST,West End,491011.453,5458904.2617
Other Theft,2024,3,26,9,45,8XX BURRARD ST,West End,491011.453,5458904.2617
Other Theft,2024,2,3,2,15,8XX BURRARD ST,West End,491012.1029,5458904.9078
Other Theft,2024,1,17,22,0,8XX BURRARD ST,Central Business District,491047.0822,5458926.8031
Other Theft,2024,3,11,16,7,8XX BURRARD ST,West End,491050.1503,5458942.7517
Other Theft,2024,4,29,15,21,8XX BURRARD ST,West End,491050.1503,5458942.7517
Other Theft,2024,10,20,16,42,8XX BURRARD ST,West End,491050.1503,5458942.7517
Other Theft,2024,6,12,11,50,8XX BURRARD ST,Central Business District,491066.1932,5458945.8116
Other Theft,2024,6,12,19,32,8XX BURRARD ST,Central Business District,491066.1932,5458945.8116
Other Theft,2024,11,5,18,10,8XX BURRARD ST,Central Business District,491070.8735,5458950.4669
Other Theft,2024,10,3,22,0,8XX BUTE ST,West End,490690.1848,5459177.755
Other Theft,2024,5,14,18,14,8XX BUTE ST,West End,490748.6,5459231.3271
Other Theft,2024,5,30,13,30,8XX BUTE ST,West End,490748.6,5459231.3271
Other Theft,2024,1,12,9,15,8XX BUTE ST,West End,490749.7277,5459232.3598
Other Theft,2024,4,5,13,45,8XX CAMBIE ST,Central Business District,491535.2237,5458295.8143
Other Theft,2024,1,10,4,15,8XX CAMPBELL AVE,Strathcona,493815.0,5458267.2726
Other Theft,2024,7,12,13,0,8XX CANADA PL,Central Business District,491769.4806,5459409.5999
Other Theft,2024,5,29,23,30,8XX CARDERO ST,West End,490345.9092,5459598.3656
Other Theft,2024,6,30,20,49,8XX DAVIE ST,Central Business District,490714.4899,5458386.2592
Other Theft,2024,9,5,23,51,8XX DAVIE ST,Central Business District,490714.4899,5458386.2592
Other Theft,2024,11,7,17,30,8XX DAVIE ST,Central Business District,490714.4899,5458386.2592
Other Theft,2024,1,29,9,9,8XX DAVIE ST,Central Business District,490718.7909,5458369.2068
Other Theft,2024,8,8,8,40,8XX DAVIE ST,Central Business District,490718.7909,5458369.2068
Other Theft,2024,9,15,14,58,8XX DAVIE ST,Central Business District,490718.7909,5458369.2068
Other Theft,2024,4,25,15,15,8XX DAVIE ST,Central Business District,490740.8491,5458360.3417
Other Theft,2024,4,19,21,30,8XX DAVIE ST,Central Business District,490744.2316,5458344.193
Other Theft,2024,8,14,8,45,8XX DENMAN ST,West End,490056.6822,5459766.8112
Other Theft,2024,8,23,9,43,8XX DENMAN ST,West End,490056.6822,5459766.8112
Other Theft,2024,8,27,13,39,8XX DENMAN ST,West End,490056.6822,5459766.8112
Other Theft,2024,4,16,17,31,8XX DENMAN ST,West End,490057.9669,5459768.1651
Other Theft,2024,2,8,16,52,8XX DENMAN ST,West End,490074.481,5459785.5617
Other Theft,2024,2,14,12,0,8XX DENMAN ST,West End,490074.481,5459785.5617
Other Theft,2024,3,5,12,30,8XX DENMAN ST,West End,490074.481,5459785.5617
Other Theft,2024,3,12,8,30,8XX DENMAN ST,West End,490074.481,5459785.5617
Other Theft,2024,8,19,12,20,8XX DENMAN ST,West End,490074.481,5459785.5617
Other Theft,2024,7,15,20,51,8XX DENMAN ST,West End,490096.6383,5459808.1406
Other Theft,2024,9,21,23,0,8XX DENMAN ST,West End,490096.6383,5459808.1406
Other Theft,2024,6,16,16,47,8XX DENMAN ST,West End,490138.4293,5459863.6922
Other Theft,2024,3,1,8,20,8XX DRAKE ST,Central Business District,490587.1307,5458268.33
Other Theft,2024,5,1,17,9,8XX DRAKE ST,Central Business District,490587.1307,5458268.33
Other Theft,2024,5,23,5,40,8XX DRAKE ST,Central Business District,490587.1307,5458268.33
Other Theft,2024,5,23,7,13,8XX DRAKE ST,Central Business District,490587.1307,5458268.33
Other Theft,2024,5,25,8,3,8XX DRAKE ST,Central Business District,490587.1307,5458268.33
Other Theft,2024,8,9,10,0,8XX DRAKE ST,Central Business District,490587.1307,5458268.33
Other Theft,2024,8,10,12,9,8XX DRAKE ST,Central Business District,490587.1307,5458268.33
Other Theft,2024,8,14,9,30,8XX DRAKE ST,Central Business District,490587.1307,5458268.33
Other Theft,2024,3,26,6,10,8XX DUNSMUIR ST,Central Business District,491403.1105,5459130.9268
Other Theft,2024,3,21,11,19,8XX E 12TH AVE,Mount Pleasant,493729.908,5456326.7114
Other Theft,2024,6,19,12,0,8XX E 15TH AVE,Mount Pleasant,493662.2672,5456032.898
Other Theft,2024,5,17,16,21,8XX E 20TH AVE,Kensington-Cedar Cottage,493651.3159,5455563.1089
Other Theft,2024,10,14,17,0,8XX E 26TH AVE,Kensington-Cedar Cottage,493742.4037,5454972.2636
Other Theft,2024,11,2,22,52,8XX E 33RD AVE,Kensington-Cedar Cottage,493609.6367,5454176.1776
Other Theft,2024,3,23,11,15,8XX E 33RD AVE,Kensington-Cedar Cottage,493711.3134,5454165.877
